,cost,address,unitType,bedrooms,bathrooms,hydro,heat,water,wifi_info,parking,agreement,pet,size,furnished,appliances,ac,outdoor,smoking,amenities,url
0,1295,"5501 Prefontaine Ave, Regina, SK, S4W 0S3",Apartment,2,1.0,0,1,1,Not Included,0,1 Year,1,840,0,"Laundry (In Unit),Dishwasher,Fridge / Freezer",1,Balcony,0,"Gym,Elevator in Building",/v-apartments-condos/regina/harbour-view-estates-2-bedroom-1-bathroom-apartment-for-rent/1551597919
0,1300,"331  Broad Street North, Regina, SK, S4R 2X8",Apartment,2,2.0,0,1,1,Not Included,0,1 Year,1,832,0,"Laundry (In Building),Fridge / Freezer",1,Balcony,0,Not Included,/v-apartments-condos/regina/newly-renovated-2-bedroom-apartment-for-rent/1564023315
0,700,"119 Broadway St W, Yorkton, SK S3N 0M3, Canada",Apartment,1,1.0,0,0,1,Not Included,1,1 Year,1,350,0,"Laundry (In Unit),Fridge / Freezer",0,Yard,0,Not Included,/v-apartments-condos/regina/lovely-single-family-suites-rental/1570813573
0,700,"119 Broadway St W, Yorkton, SK S3N 0M3, Canada",Apartment,1,1.0,0,0,1,Not Included,1,1 Year,1,350,0,"Laundry (In Unit),Fridge / Freezer",0,Yard,0,Not Included,/v-apartments-condos/regina/sweet-home-for-single-family-for-rental/1570812048
0,700,"119 Broadway St W, Yorkton, SK S3N 0M3, Canada",Apartment,1,1.0,0,0,1,Not Included,1,1 Year,1,350,0,"Laundry (In Unit),Fridge / Freezer",0,Yard,0,Not Included,/v-apartments-condos/regina/1-bed-1-bath-nice-suites-ready-for-rental/1570811470
0,700,"119 Broadway St W, Yorkton, SK S3N 0M3, Canada",Apartment,1,1.0,0,0,1,Not Included,1,1 Year,1,350,0,"Laundry (In Unit),Fridge / Freezer",0,Yard,0,Not Included,/v-apartments-condos/regina/amazing-suites-for-single-family-for-rental/1570808949
0,700,"119 Broadway St W, Yorkton, SK S3N 0M3, Canada",Apartment,1,1.0,0,0,1,Not Included,1,1 Year,1,350,0,"Laundry (In Unit),Fridge / Freezer",0,Yard,0,Not Included,/v-apartments-condos/regina/single-family-1-bed-1-bath-ready-for-rental/1570808196
0,1495,"5300 Parliament Ave, Regina, SK, S4W 0R5",Apartment,2,2.0,0,0,1,Not Included,1,1 Year,1,-1,0,"Laundry (In Unit),Fridge / Freezer",1,Balcony,0,"Gym,Elevator in Building",/v-apartments-condos/regina/luxury-2-bed-2-bath-heated-parking-available/1549447060
0,1200,"1802 Victoria Ave East, Regina, SK, S4N 7R9",Apartment,1,1.0,0,1,1,Not Included,1,1 Year,0,-1,0,"Laundry (In Unit),Dishwasher,Fridge / Freezer",1,Balcony,0,"Gym,Pool,Elevator in Building",/v-apartments-condos/regina/1-bedroom-apartments-close-to-all-amenities/1505783517
0,920,"26 Lorne Place, Regina, SK, S4R 8B3",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,1,607,0,"Laundry (In Building),Dishwasher,Fridge / Freezer",1,Balcony,0,Not Included,/v-apartments-condos/regina/upgraded-1-bedroom-apartment-pet-friendly/1567505973
0,1045,"6725 Rochdale Blvd, Regina, SK, S4X 2Z2",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,1,583,0,"Laundry (In Unit),Dishwasher,Fridge / Freezer",1,Not Included,0,Gym,/v-apartments-condos/regina/one-bedroom-apartment-save-300per-month/1569064691
0,1200,", S0G 3Z0, Pilot Butte, SK",House,2,1.0,0,0,0,Not Included,2,1 Year,0,786,0,"Laundry (In Unit),Dishwasher,Fridge / Freezer",1,Yard,0,Not Included,/v-apartments-condos/regina/basement-suite-for-rent/1570771728
0,-1,"1360 Queen St, Regina, SK S4T 4B6, Canada",House,2,1.0,0,0,0,Not Included,2,1 Year,1,800,0,"Laundry (In Building),Fridge / Freezer",1,Yard,0,Not Included,/v-apartments-condos/regina/well-maintained-character-home-for-rent-in-a-great-neighborhood/1570793673
0,950,"4462 Albulet Drive, S4W0L5, Regina, SK",Basement,1,1.0,1,1,1,Internet,1,1 Year,0,700,0,"Laundry (In Unit),Dishwasher,Fridge / Freezer",0,Not Included,0,Not Included,/v-apartments-condos/regina/1-bedroom-legal-basement-harbour-landing-july-1-st-2021/1570788550
0,800,"S4T3M6, Canada",Duplex/Triplex,2,1.0,0,0,0,Not Included,1,1 Year,0,800,0,"Laundry (In Unit),Fridge / Freezer",0,Not Included,0,Not Included,/v-apartments-condos/regina/downtown-2bedroom-house/1570787132
0,920,", Regina S4P 2M4 SK",Condo,1,1.0,0,1,1,Not Included,0,1 Year,0,555,0,"Laundry (In Unit),Laundry (In Building),Dishwasher,Fridge / Freezer",0,Balcony,0,Not Included,/v-apartments-condos/regina/1-bedroom-condo-in-regina-downtown-available-now/1570775939
0,975,"125 Froom Crescent, Regina, SK S4N 1S8, Canada",Apartment,2,1.0,0,1,1,Not Included,1,Month-to-month,1,800,0,"Laundry (In Building),Fridge / Freezer",1,Not Included,0,Not Included,/v-apartments-condos/regina/125-froom-2-bedroom-top-floor-heat-water-parking-inc/1570775238
0,800,"204 Keeler St, Pangman, SK S0C 2C0, Canada",House,2,2.0,0,0,0,Not Included,2,Month-to-month,0,700,0,"Laundry (In Unit),Dishwasher,Fridge / Freezer",1,Yard,0,Not Included,/v-apartments-condos/regina/2-bed-2-bath-house-in-pangman-sk-800/1570771775
0,849,"4050 Rae Street, Regina, SK, S4S 3A3",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,1,675,0,Fridge / Freezer,0,Not Included,0,Not Included,/v-apartments-condos/regina/parliament-place-apartment-for-rent-4050-rae-street/1505779695
0,884,"801 Grey Street, Regina, SK, S4T 5G8",Apartment,2,1.0,0,1,1,Not Included,0,1 Year,1,720,0,Fridge / Freezer,0,Not Included,0,Not Included,/v-apartments-condos/regina/west-apartment-for-rent-801-grey-street/1505749898
0,849,"3955 Robinson Street, Regina, SK, S4S 3C7",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,1,675,0,Fridge / Freezer,0,Not Included,0,Not Included,/v-apartments-condos/regina/parliament-place-apartment-for-rent-3955-robinson-street/1505779614
0,879,"2155 Rose Street, Regina, SK, S4P 2A5",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,1,675,0,Fridge / Freezer,0,Not Included,0,Not Included,/v-apartments-condos/regina/downtown-apartment-for-rent-2155-rose-street/1505749949
0,1100,"420 Toronto Street, Regina, SK, S4R 1M4",Apartment,2,1.0,0,0,0,Not Included,0,1 Year,0,900,0,"Dishwasher,Fridge / Freezer",0,Not Included,0,Not Included,/v-apartments-condos/regina/420-toronto-street-two-bedroom-house-for-rent/1555045582
0,980,"2131 Angus Street, Regina, SK, S4T 2A1",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,1,615,0,"Laundry (In Building),Fridge / Freezer",1,Balcony,0,Not Included,/v-apartments-condos/regina/1-bedroom-for-rent-heat-water-included/1545350562
0,1020,"453 Retallack Street, Regina, SK, S4R 3N4",Apartment,2,1.0,0,1,1,Not Included,0,1 Year,1,1000,0,"Laundry (In Building),Fridge / Freezer",1,Not Included,0,Not Included,/v-apartments-condos/regina/2-bedroom-apartment-with-parking-available-pet-friendly/1545350424
0,1075,"1235  Grace St., Regina, SK, S4T 5M6",Apartment,2,1.0,0,1,1,Not Included,0,1 Year,1,-1,0,"Laundry (In Building),Fridge / Freezer",1,Balcony,0,Not Included,/v-apartments-condos/regina/park-views-beautiful-2-bedroom-apartment-for-rent/1545350189
0,1120,"2657  Lacon Street, Regina, SK, S4N 2A5",Apartment,2,1.0,0,1,1,Not Included,0,1 Year,1,773,0,"Laundry (In Building),Fridge / Freezer",1,Not Included,0,Not Included,/v-apartments-condos/regina/newly-renovated-suites-westwood-apartments-regina/1545349891
0,750,"2104  14th Ave, Regina, SK, S4P 0X6",Apartment,Bachelor/Studio,1.0,0,1,1,Not Included,0,1 Year,1,343,0,"Laundry (In Building),Fridge / Freezer",0,Not Included,0,Not Included,/v-apartments-condos/regina/bachelor-available-close-to-university-of-regina/1545349749
0,1500,"2315 McIntyre St, Regina, SK S4P 3Y8, Canada",Condo,2,1.0,1,1,1,Not Included,1,1 Year,0,700,0,"Laundry (In Unit),Fridge / Freezer",1,Balcony,0,Not Included,/v-apartments-condos/regina/prime-location-2-bedroom-condo-for-rent/1570754511
0,1285,"99 Michener Drive, Regina, SK, S4V 0L1",Apartment,2,1.0,0,1,1,Not Included,0,1 Year,1,-1,0,Fridge / Freezer,1,Balcony,0,Gym,/v-apartments-condos/regina/2-br-university-park/1540347394
0,2300,"3117 Trombley Street, Regina, SK, S4V 3S1",House,3,2.5,0,0,0,Not Included,0,1 Year,1,1186,0,"Laundry (In Unit),Dishwasher,Fridge / Freezer",1,Yard,0,Not Included,/v-apartments-condos/regina/trombley-street-single-family-home-house-for-rent/1569147487
0,1150,"3068 Greenbank Road, Regina, SK, S4V 3R7",Apartment,2,1.0,0,0,0,Not Included,0,1 Year,1,1000,0,"Laundry (In Unit),Dishwasher,Fridge / Freezer",1,Yard,0,Not Included,/v-apartments-condos/regina/greenbank-road-2-bedroom-lower-suite-house-for-rent/1569691798
0,1150,"3076 George Street, Regina, SK, S4V 3X3",Apartment,2,1.0,0,0,0,Not Included,0,1 Year,1,1000,0,"Laundry (In Unit),Dishwasher,Fridge / Freezer",1,Yard,0,Not Included,/v-apartments-condos/regina/george-street-2-bedroom-lower-suite-house-for-rent/1568625836
0,1145,"4902 Queen Street, Regina, SK, S4S 6X4",Apartment,2,1.0,0,0,0,Not Included,0,1 Year,1,-1,0,Not Included,0,Not Included,0,Not Included,/v-apartments-condos/regina/2-bdrm-available-at-4902-queen-street-regina/1553782844
0,995,"4902 Queen Street, Regina, SK, S4S 6X4",Apartment,1,1.0,0,0,0,Not Included,0,1 Year,1,-1,0,Not Included,0,Not Included,0,Not Included,/v-apartments-condos/regina/1-bdrm-available-at-4902-queen-street-regina/1553782839
0,1140,"3928 Green Falls Drive, Regina, SK, S4V 3M1",Apartment,1,1.0,0,1,1,Not Included,0,Month-to-month,1,615,0,"Laundry (In Unit),Dishwasher,Fridge / Freezer",1,Balcony,0,"Gym,Pool,Elevator in Building",/v-apartments-condos/regina/sterling-manor-1-bedroom-1-bathroom-apartment-for-rent/1569487704
0,1190,"4013 Harbour Landing Dr, Regina, SK, S4W 0E5",Apartment,2,1.0,0,0,1,Not Included,0,1 Year,1,691,0,"Laundry (In Unit),Dishwasher,Fridge / Freezer",1,Balcony,0,"Gym,Pool,Elevator in Building",/v-apartments-condos/regina/sky-harbour-estates-2-bedroom-barrier-free-apartment-for-rent/1563927282
0,1070,"4013 Harbour Landing Dr, Regina, SK, S4W 0E5",Apartment,1,1.0,0,0,1,Not Included,0,1 Year,1,546,0,"Laundry (In Unit),Dishwasher,Fridge / Freezer",1,Balcony,0,"Gym,Pool,Elevator in Building",/v-apartments-condos/regina/sky-harbour-estates-1-bedroom-1-bathroom-apartment-for-rent/1558310254
0,1060,"5929 Rochdale Blvd, Regina, SK, S4X 0M3",Apartment,1,1.0,0,0,1,Not Included,0,1 Year,1,566,0,"Laundry (In Unit),Dishwasher,Fridge / Freezer",1,Balcony,0,Elevator in Building,/v-apartments-condos/regina/rochdale-crossing-1-bedroom-1-bathroom-apartment-for-rent/1566240327
0,1140,"5501 Prefontaine Ave, Regina, SK, S4W 0S3",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,1,615,0,"Laundry (In Unit),Dishwasher,Fridge / Freezer",1,Balcony,0,"Gym,Elevator in Building",/v-apartments-condos/regina/harbour-view-estates-1-bedroom-1-bathroom-apartment-for-rent/1569484714
0,1230,"5601 Gordon Road, Regina, SK, S4W 0M6",Apartment,2,1.0,0,0,1,Not Included,0,1 Year,1,825,0,"Laundry (In Unit),Dishwasher,Fridge / Freezer",1,Balcony,0,Elevator in Building,/v-apartments-condos/regina/deveraux-heights-2-bedroom-1-bathroom-apartment-for-rent/1551455312
0,1215,"5601 Gordon Road, Regina, SK, S4W 0M6",Apartment,1,1.0,0,0,1,Not Included,0,1 Year,1,780,0,"Laundry (In Unit),Dishwasher,Fridge / Freezer",1,Balcony,0,Elevator in Building,/v-apartments-condos/regina/deveraux-heights-1-bedroom-1-bathroom-den-apartment-for/1563927143
0,1000,"2244 Scarth Street -, Regina, SK, S4P 2J6",House,3,1.5,0,0,0,Not Included,0,1 Year,0,-1,0,"Laundry (In Unit),Laundry (In Building),Fridge / Freezer",0,Not Included,0,Not Included,/v-apartments-condos/regina/2244-scarth-street-2244-scarth-st-three-bedroom-house-for/1567579863
0,750,"2351 Rose St., Regina, SK, S4P 2B1",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,0,-1,0,"Laundry (In Building),Fridge / Freezer",0,Not Included,0,Not Included,/v-apartments-condos/regina/vernfield-one-bedroom-apartment-for-rent/1559944412
0,1295,"5501 Prefontaine Ave, Regina, SK, S4W 0S3",Apartment,2,1.0,0,1,1,Not Included,0,1 Year,1,840,0,"Laundry (In Unit),Dishwasher,Fridge / Freezer",1,Balcony,0,"Gym,Elevator in Building",/v-apartments-condos/regina/harbour-view-estates-2-bedroom-1-bathroom-apartment-for-rent/1551597919
0,950,"133 Davidson Crs., Regina, SK, S4S 4T2",Apartment,2,1.0,0,1,1,Not Included,0,1 Year,0,-1,0,"Laundry (In Building),Fridge / Freezer",0,Not Included,0,Not Included,/v-apartments-condos/regina/casavilla-two-bedroom-apartment-for-rent/1567580043
0,700,"2249 Cornwall St., Regina, SK, S4P 2L2",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,0,-1,0,"Laundry (In Building),Fridge / Freezer",0,Not Included,0,Not Included,/v-apartments-condos/regina/graceland-one-bedroom-apartment-for-rent/1568954768
0,1300,"224 Osler St, Regina, SK S4R 1V4, Canada",House,3,1.0,1,1,1,Not Included,1,1 Year,1,950,0,"Laundry (In Building),Fridge / Freezer",0,Yard,0,Not Included,/v-apartments-condos/regina/1300-includes-utilities-upstairs-suite-for-rent/1570713025
0,1300,"2271 Argyle Street, S4T 3T2, Regina, SK",House,2,1.0,0,0,0,Not Included,2,1 Year,0,800,0,"Laundry (In Building),Dishwasher,Fridge / Freezer",0,Yard,0,Not Included,/v-apartments-condos/regina/house-for-long-term-lease/1570712098
0,1500,"1132 Gordon street, S0G3N0, Moosomin, SK",House,5+,2.0,0,0,0,Not Included,3+,1 Year,0,2000,0,"Laundry (In Unit),Dishwasher,Fridge / Freezer",1,Yard,0,Not Included,/v-apartments-condos/regina/house-for-rent-moosomin/1570690166
0,933,"22-41 Munroe Pl., Regina, SK, S4S 6A7",Apartment,2,1.0,0,1,1,Cable / TV,1,1 Year,1,860,0,"Laundry (In Building),Fridge / Freezer",1,Balcony,1,"24 Hour Security,Storage Space",/v-apartments-condos/regina/2-bedroom-22-41-munroe-pl/1505838324
0,1079,"191 Rink Ave., Regina, SK, S4R 7V3",Apartment,2,1.0,0,1,1,Cable / TV,1,1 Year,1,850,0,"Laundry (In Building),Fridge / Freezer",0,Balcony,1,"24 Hour Security,Storage Space",/v-apartments-condos/regina/2-bedroom-191-rink-ave/1569063596
0,1350,"5300 Parliament Ave, Regina, SK, S4W 0R5",Apartment,2,1.0,0,0,1,Not Included,1,1 Year,1,777,0,"Laundry (In Unit),Dishwasher,Fridge / Freezer",1,Balcony,0,"Gym,Elevator in Building",/v-apartments-condos/regina/2-bedroom-luxury-suite-in-harbour-landing/1549447052
0,825,"1900 Garnet St, Regina, SK S4T 2Z4, Canada",Apartment,1,1.0,0,1,1,Not Included,1,1 Year,0,550,0,"Laundry (In Building),Fridge / Freezer",0,Yard,0,Not Included,/v-apartments-condos/regina/cathedral-area-regina-one-bedroom-apartment-for-rent/1570695936
0,895,"2700   McCallum ave, Regina, SK, S4S 0P8",Apartment,Bachelor/Studio,1.0,0,0,0,Not Included,Not Available,Not Available,0,-1,0,Not Included,0,Not Included,0,Not Included,/v-apartments-condos/regina/old-lakeviw-stunnin-open-concept-new-bachelor-suite/1558922408
0,995,"2512 Retallack st, Regina, SK, S4T 2L3",House,1,1.0,0,0,0,Not Included,Not Available,Not Available,0,-1,0,Not Included,0,Not Included,0,Not Included,/v-apartments-condos/regina/crescents-1-bedroom-character-home-with-fireplace-fenced-yard/1566070978
0,5995,"1 turgeon, regina, SK, S4S 3Z5",House,3,1.0,0,0,0,Not Included,Not Available,Not Available,0,-1,1,Not Included,0,Not Included,0,Not Included,/v-apartments-condos/regina/executive-fully-furnished-custom-built-7-bedroom-3-bath/1505834867
0,-1,"4 1102 Park Street, Rocanville S0A 3L0 SK, Canada",Apartment,3,1.5,0,0,1,Not Included,1,Month-to-month,1,1400,0,"Laundry (In Unit),Dishwasher,Fridge / Freezer",0,"Yard,Balcony",0,Storage Space,/v-apartments-condos/regina/1400-sqft-3-bedroom-suite-for-rent:-rocanville/1570690096
0,1800,"417 St Mary St, Esterhazy, SK S0A 0X0, Canada",Duplex/Triplex,3,1.5,1,1,1,Cable / TVInternet,2,1 Year,1,1400,1,"Laundry (In Unit),Dishwasher,Fridge / Freezer",1,"Yard,Balcony",0,Not Included,/v-apartments-condos/regina/1400-sqft-furnished-3-bedroom-suite-for-rent:-esterhazy/1544739816
0,700,"113 1 St W, Carnduff, SK S0C 0S0, Canada",House,3,1.0,0,0,1,Not Included,2,Month-to-month,0,840,0,"Laundry (In Building),Fridge / Freezer",0,Yard,0,Not Included,/v-apartments-condos/regina/3bdrm-house-for-rent-carnduff/1570671296
0,1000,"S4N0T9, Canada",Apartment,2,1.0,0,1,1,Not Included,1,Month-to-month,0,900,0,"Laundry (In Building),Fridge / Freezer",1,Yard,0,Bicycle Parking,/v-apartments-condos/regina/2-bedroom/1570663904
0,1050,"2840 Mcara Street, Regina S4N2X4 SK",Duplex/Triplex,2,1.0,0,0,0,Not Included,2,1 Year,0,900,0,"Laundry (In Unit),Dishwasher,Fridge / Freezer",0,Yard,0,Not Included,/v-apartments-condos/regina/two-bedroom-suite-with-garage-close-to-candy-cane-park-u-of-r/1570663751
0,2200,", S4P3V7, Regina, SK",House,4,2.0,0,0,0,Cable / TVInternet,2,Month-to-month,0,2000,1,"Laundry (In Unit),Dishwasher,Fridge / Freezer",1,Yard,0,Not Included,/v-apartments-condos/regina/furnished-for-workplace-crew/1564008704
0,625,", Regina S4P1J9 SK, Canada",House,1 + Den,1.0,0,0,0,Not Included,0,Month-to-month,0,500,0,Laundry (In Unit),0,Yard,0,Not Included,/v-apartments-condos/regina/small-house/1570654633
0,750,"4216 Castle Rd, Regina, SK S4S 4W1, Canada",Basement,1 + Den,1.0,1,1,1,Cable / TVInternet,1,1 Year,1,450,1,"Laundry (In Unit),Laundry (In Building),Dishwasher,Fridge / Freezer",1,Not Included,0,Not Included,/v-apartments-condos/regina/brand-new-basement-fully-furnished/1566824177
0,1150,"19 Irwin Ave, Yorkton, SK S3N 2E4, Canada",House,3,1.0,0,0,0,Not Included,1,Month-to-month,1,850,0,Laundry (In Building),0,Yard,0,Not Included,/v-apartments-condos/regina/3-bedroom-house-available-immediately-in-yorkton/1570642788
0,1800,"3630 Haughton Rd, Regina, SK S4V 1P1, Canada",Condo,2,2.0,1,1,1,Cable / TVInternet,1,Month-to-month,0,1100,1,"Laundry (In Unit),Dishwasher,Fridge / Freezer",1,Balcony,0,"24 Hour Security,Bicycle Parking,Elevator in Building",/v-apartments-condos/regina/condo-for-rent-fully-furnished-all-utilities-included/1567686390
0,975,"2022 Edgar Street, Regina S4N3K6 SK",House,2,1.0,0,0,0,Not Included,2,1 Year,1,700,0,Laundry (In Unit),0,Yard,0,Not Included,/v-apartments-condos/regina/2-bedroom-1-bath-pet-friendly-home-in-a-great-location/1570630737
0,1400,"1863 Rae Street, S4T 2E3, Regina, SK",Condo,2,1.5,0,0,0,Not Included,1,1 Year,1,846,0,"Laundry (In Unit),Dishwasher,Fridge / Freezer",1,Balcony,0,"24 Hour Security,Bicycle Parking,Storage Space,Elevator in Building",/v-apartments-condos/regina/2-bedroom-condo-for-rent-downtown-regina/1570630482
0,1950,"2046 Alexandra St, Regina, SK S4T 4P5, Canada",House,4,2.5,0,0,0,Not Included,3+,1 Year,0,1575,0,"Laundry (In Unit),Dishwasher,Fridge / Freezer",1,"Yard,Balcony",0,Not Included,/v-apartments-condos/regina/house-for-rent/1563268211
0,835,"1016 Eden St, Indian Head, SK S0G 2K0, Canada",Apartment,2,1.0,0,1,1,Cable / TV,1,Month-to-month,0,750,0,"Laundry (In Building),Fridge / Freezer",1,"Yard,Balcony",0,"Bicycle Parking,Storage Space",/v-apartments-condos/regina/indian-head-renovated-2-bedroom-apartment-in-modern-building/1559286189
0,1250,"2167 Pasqua St, Regina, SK S4T 4M3, Canada",House,2,1.0,0,0,0,Not Included,1,1 Year,0,952,0,"Laundry (In Unit),Dishwasher,Fridge / Freezer",0,Yard,0,Not Included,/v-apartments-condos/regina/rent-to-own-2-bedroom-in-cathedral/1570621788
0,827,"936 McIntosh St, Regina, SK S4T 5B4, Canada",Apartment,2,1.0,0,1,1,Internet,1,1 Year,0,700,0,"Laundry (In Building),Fridge / Freezer",0,Yard,0,Storage Space,/v-apartments-condos/regina/2nd-floor-unit-quiet-and-safe-2-bed-1-bath-rosemont/1570621389
0,1500,"S4P 2V2, Canada",Condo,2,2.0,1,1,1,Not Included,1,1 Year,0,1000,0,"Laundry (In Unit),Dishwasher,Fridge / Freezer",1,Balcony,0,"Bicycle Parking,Storage Space,Elevator in Building",/v-apartments-condos/regina/cathedral-condo-for-rent-1500/1570620514
0,1200,"Carnduff, SK, Canada",Condo,2,2.0,1,0,1,Not Included,3+,Month-to-month,0,959,1,"Laundry (In Unit),Laundry (In Building),Dishwasher,Fridge / Freezer",1,"Yard,Balcony",0,"Bicycle Parking,Storage Space",/v-apartments-condos/regina/furnished-condo-for-rent-in-carnduff/1570615959
0,1750,"3500 13th Ave, Regina, SK S4T 1P9, Canada",Townhouse,3,3.0,0,0,0,Not Included,1,1 Year,1,1600,0,"Laundry (In Unit),Fridge / Freezer",1,Balcony,0,Not Included,/v-apartments-condos/regina/brand-new-3-bedroom-3-bath-apartment-townhouse-in-the-cathedral/1549915445
0,699,"1424 Victoria Ave, Regina, SK, S4P 0P3",Apartment,Bachelor/Studio,1.0,0,1,1,Not Included,0,1 Year,1,402,0,Fridge / Freezer,0,Not Included,0,Not Included,/v-apartments-condos/regina/downtown-apartment-for-rent-1424-victoria-ave/1540579438
0,1596,"1827 Albert St, Regina, SK, S4P 2S9",Apartment,1,1.0,1,1,1,Internet,1,1 Year,0,734,0,"Laundry (In Unit),Laundry (In Building),Fridge / Freezer",1,Not Included,0,"Gym,24 Hour Security",/v-apartments-condos/regina/chic-sleek-1-bedroom-downtown-regina-live-a-life-of-luxury/1540578991
0,964,"27 Kleisinger Crescent, Regina, SK, S4R 6Z4",Apartment,Bachelor/Studio,1.0,0,1,1,Not Included,0,1 Year,1,-1,0,"Laundry (In Building),Dishwasher,Fridge / Freezer",1,Balcony,1,Not Included,/v-apartments-condos/regina/north-apartment-for-rent-27-kleisinger-crescent/1554786906
0,1300,"4805 Liberty St, Regina, SK S4W 0K2, Canada",House,2 + Den,1.0,0,0,0,Not Included,1,1 Year,0,1000,0,"Laundry (In Unit),Dishwasher,Fridge / Freezer",1,Yard,0,Not Included,/v-apartments-condos/regina/two-bedroom-house-with-den-in-harbour-landing/1570592180
0,1200,"2125 Osler St, Regina, SK S4P 4G9, Canada",Apartment,2,1.0,0,1,1,Not Included,1,1 Year,0,900,0,Laundry (In Unit),0,Balcony,0,Elevator in Building,/v-apartments-condos/regina/2-bedroom-main-level-apartment-regina-transitional-area/1570584675
0,1300,"1545 Neville Dr, Regina, SK S4Z 0A7, Canada",Townhouse,2,1.0,0,1,1,Not Included,1,1 Year,0,750,0,"Laundry (In Unit),Dishwasher,Fridge / Freezer",1,Balcony,0,Not Included,/v-apartments-condos/regina/2-bedroom-condo-in-east-regina/1570585767
0,1100,"1039 Elliott St, Regina, SK S4N 3E7, Canada",Basement,3,1.0,0,0,0,Not Included,0,1 Year,0,700,0,Laundry (In Unit),0,Not Included,0,Not Included,/v-apartments-condos/regina/3-bedroom-basement-suite-in-eastview/1570586933
0,1060,"5960 Little Pine Loop, Regina, SK, S4X 0H5",Apartment,1,1.0,0,0,1,Not Included,1,1 Year,0,-1,0,"Laundry (In Unit),Dishwasher,Fridge / Freezer",1,Balcony,0,Elevator in Building,/v-apartments-condos/regina/500-off-first-months-rent/1555909282
0,1200,"5960 Little Pine Loop, Regina, SK, S4X 0H5",Apartment,2,1.0,0,0,1,Not Included,1,1 Year,0,-1,0,"Laundry (In Unit),Dishwasher,Fridge / Freezer",1,Balcony,0,Elevator in Building,/v-apartments-condos/regina/2-bed-500-off-first-months-rent-call-today/1553783624
0,1249,"1291 McEachern Drive, Regina, SK, S4X 0N3",Apartment,2,1.0,0,0,1,Not Included,1,1 Year,1,-1,0,"Laundry (In Unit),Dishwasher,Fridge / Freezer",1,Balcony,0,Elevator in Building,/v-apartments-condos/regina/2-bed-pet-friendly/1569762644
0,1299,"1251 • 1261 • 1271 • 1281 McEachern Drive, Regina, SK, S4X 0N3",Apartment,2,1.0,0,0,1,Not Included,1,1 Year,1,-1,0,"Laundry (In Unit),Fridge / Freezer",1,Balcony,0,Elevator in Building,/v-apartments-condos/regina/3-bed-pet-friendly-call-today/1569769250
0,850,"2175  Rae Street, Regina, SK, S4T 2E8",Apartment,Bachelor/Studio,1.0,0,1,1,Not Included,0,1 Year,1,380,0,"Laundry (In Building),Fridge / Freezer",1,Not Included,0,Not Included,/v-apartments-condos/regina/beautiful-bachelor-apartment-for-rent-recently-renovated/1561139252
0,935,"505 Rose St, Regina, SK S4R 1Z4, Canada",Apartment,2,1.0,0,1,1,Not Included,1,Month-to-month,0,800,0,"Laundry (In Building),Fridge / Freezer",1,Balcony,0,Not Included,/v-apartments-condos/regina/affordable-2-bedroom-suite/1570522689
0,849,"3525 Avonhurst Dr, Regina, SK, S4R 3K2",Apartment,2,1.0,0,1,1,Not Included,0,1 Year,1,763,0,"Laundry (In Building),Fridge / Freezer",0,Yard,0,Not Included,/v-apartments-condos/regina/coronation-park-apartment-for-rent-3525-avonhurst-dr/1539483938
0,933,"22-41 Munroe Pl., Regina, SK, S4S 6A7",Apartment,2,1.0,0,1,1,Cable / TV,1,1 Year,1,860,0,"Laundry (In Building),Fridge / Freezer",1,Balcony,1,"24 Hour Security,Storage Space",/v-apartments-condos/regina/2-bedroom-22-41-munroe-pl/1505838324
0,700,"2120 Cornwall St., Regina, SK, S4P 2K7",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,0,-1,0,"Laundry (In Building),Fridge / Freezer",0,Yard,0,Not Included,/v-apartments-condos/regina/essex-one-bedroom-apartment-for-rent/1547399343
0,800,"Waterloo Rd, Yorkton, SK S3N, Canada",Apartment,2,1.0,0,0,0,Not Included,2,Month-to-month,0,1000,0,"Laundry (In Unit),Fridge / Freezer",0,Balcony,0,Not Included,/v-apartments-condos/regina/yorkton-rentals-fourplex-units-available-for-rent-btmak/1570583765
0,650,"2255 Smith St., Regina, SK, S4P 2P5",Apartment,Bachelor/Studio,1.0,0,0,0,Not Included,Not Available,Not Available,0,-1,0,Not Included,0,Not Included,0,Not Included,/v-apartments-condos/regina/bachelor-apartment-in-prime-location-close-to-wascana-park/1561564521
0,850,"2709 15th Ave., Regina, SK, S4T 4T4",Apartment,Bachelor/Studio,1.0,0,0,0,Not Included,Not Available,Not Available,0,-1,0,Not Included,0,Not Included,0,Not Included,/v-apartments-condos/regina/1-bedroom-apartment-for-rent-in-cathedral-area-for-august-1st/1556478836
