,cost,address,unitType,bedrooms,bathrooms,hydro,heat,water,wifi_info,parking,agreement,pet,size,furnished,appliances,ac,outdoor,smoking,amenities,url,has_den
436,800,"240 13 St, Weyburn, SK S4H 1L2, Canada",Basement,2,1.0,1,1,1,Not Included,2,Month-to-month,0,780,0,"['Laundry (In Unit)', 'Laundry (In Building)', 'Fridge / Freezer']",1,['Yard'],0,['Not Included'],/v-apartments-condos/regina/weyburn-two-bedroom-basement-suite-utilities-included/1566448364,0
439,900,"2250 Rose St., Regina, SK, S4P 2A7",Apartment,2,1.0,0,1,1,Not Included,0,1 Year,0,900,0,"['Laundry (In Building)', 'Fridge / Freezer']",0,['Not Included'],0,['Not Included'],/v-apartments-condos/regina/lily-rose-two-bedroom-apartment-for-rent/1569970293,0
440,1750,"S4H 0A3, Canada",House,3,2.0,1,1,1,Cable / TVInternet,3,1 Year,1,1750,0,"['Laundry (In Unit)', 'Laundry (In Building)']",0,"['Yard', 'Balcony']",0,['Not Included'],/v-apartments-condos/regina/2012-built-home-for-rent-weyburn-area/1569980212,1
441,1285,"2275 McIntyre St, Regina, SK S4P 2S1, Canada",Condo,2,2.0,1,1,1,Not Included,2,1 Year,0,1400,0,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",1,['Balcony'],0,['Elevator in Building'],/v-apartments-condos/regina/downtown-condo-for-rent-1285-mo-2-bed-2bath/1569958120,0
442,450,"141 6 St, Weyburn, SK S4H 1B1, Canada",Apartment,1,1.0,1,1,1,Internet,1,Month-to-month,1,200,1,"['Laundry (In Building)', 'Fridge / Freezer']",1,['Not Included'],0,['Not Included'],/v-apartments-condos/regina/weyburn-downtown-studio-bachelor-apartment-internet-included/1569971666,0
443,700,"1765 Hamilton St, Regina, SK S4P 2B4, Canada",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,0,350,0,"['Laundry (In Building)', 'Fridge / Freezer']",0,['Not Included'],0,['Not Included'],/v-apartments-condos/regina/apartment-for-rent/1569964133,0
444,1285,"2275 McIntyre St, Regina, SK S4P 2S1, Canada",Condo,2,2.0,1,1,1,Not Included,2,1 Year,0,1400,0,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",1,['Balcony'],1,['Elevator in Building'],/v-apartments-condos/regina/downtown-condo-for-rent-1285-mo-2-bed-2bath/1569958496,0
445,450,"Harvey St, Regina, SK S4N 2M7, Canada",House,1,1.0,0,1,1,Not Included,1,1 Year,0,90,0,['Fridge / Freezer'],0,['Not Included'],0,['Not Included'],/v-apartments-condos/regina/room-available-for-rent-for-450-00/1569956247,0
446,1950,"5321 Squires Rd, Regina, SK S4W 0L8, Canada",House,3,2.5,0,0,0,Not Included,2,1 Year,1,1475,0,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",0,['Yard'],0,['Not Included'],/v-apartments-condos/regina/3br-2-5-bth-pet-friendly-harbour-landing-house-for-rent/1569955190,0
447,1900,"Green Jade Ln, Regina, SK S4V 3K7加拿大",Townhouse,3,2.0,0,0,0,Not Included,1,1 Year,1,1044,1,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",1,['Yard'],0,['Not Included'],/v-apartments-condos/regina/the-modern-house-for-rent/1569944878,0
448,715,"25 Shaw St, Regina, SK S4R 3M5, Canada",Apartment,1,1.0,0,1,1,Not Included,1,Month-to-month,0,800,0,"['Laundry (In Building)', 'Fridge / Freezer']",0,['Not Included'],1,['Storage Space'],/v-apartments-condos/regina/1-bedroom-apartment-25-shaw-st-regina/1568274317,0
449,1350,"2727 Victoria Ave, Regina, SK S4T 1K4, Canada",Condo,1,1.5,0,1,1,Not Included,1,1 Year,0,1193,0,"['Laundry (In Unit)', 'Fridge / Freezer']",1,['Balcony'],0,['Elevator in Building'],/v-apartments-condos/regina/1-bedroom-condo-cathedral-area-1395/1569935193,1
450,750,"2104  14th Ave, Regina, SK, S4P 0X6",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,1,343,0,"['Laundry (In Building)', 'Fridge / Freezer']",0,['Not Included'],0,['Not Included'],/v-apartments-condos/regina/bachelor-available-close-to-university-of-regina/1545349749,0
451,849,"3525 Avonhurst Dr, Regina, SK, S4R 3K2",Apartment,2,1.0,0,1,1,Not Included,0,1 Year,1,763,0,"['Laundry (In Building)', 'Fridge / Freezer']",0,['Yard'],0,['Not Included'],/v-apartments-condos/regina/coronation-park-apartment-for-rent-3525-avonhurst-dr/1539483938,0
452,940,"331  Broad Street North, Regina, SK, S4R 2X8",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,1,659,0,"['Laundry (In Building)', 'Fridge / Freezer']",1,['Balcony'],0,['Not Included'],/v-apartments-condos/regina/newly-renovated-1-bedroom-apartment-for-rent/1570072030,0
453,1319,"75 Cavendish St., Regina, SK, S4N 5B9",Townhouse,3,1.5,0,0,0,Cable / TV,1,1 Year,1,1047,0,"['Laundry (In Unit)', 'Fridge / Freezer']",0,"['Yard', 'Balcony']",1,['Not Included'],/v-apartments-condos/regina/3-bedroom-townhouse-75-cavendish-st/1569904747,0
455,1200,"2190 Broder St, Regina, SK S4N 3S4, Canada",Basement,2,1.0,0,0,0,Not Included,2,1 Year,0,900,0,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",1,['Yard'],0,['Not Included'],/v-apartments-condos/regina/luxury-2-bedroom-in-great-area-1200-00-available:-july-aug-21/1569922111,0
456,1600,"3364 Grant Rd, Regina, SK S4S 5H5加拿大",Townhouse,3,2.0,1,1,1,Cable / TVInternet,1,1 Year,1,1200,1,"['Laundry (In Unit)', 'Laundry (In Building)', 'Fridge / Freezer']",0,['Not Included'],1,['Not Included'],/v-apartments-condos/regina/townhouse-for-rent-near-university/1569908285,0
457,1319,"75 Cavendish St., Regina, SK, S4N 5B9",Townhouse,3,1.5,0,0,0,Cable / TV,1,1 Year,1,1047,0,"['Laundry (In Unit)', 'Fridge / Freezer']",0,"['Yard', 'Balcony']",1,['Not Included'],/v-apartments-condos/regina/3-bedroom-townhouse-75-cavendish-st/1569904747,0
458,1200,"31 Rodenbush Dr, Regina, SK S4R 7W7, Canada",Condo,1,1.0,1,1,1,Cable / TV,1,Month-to-month,0,730,1,"['Laundry (In Building)', 'Dishwasher', 'Fridge / Freezer']",1,['Balcony'],0,['Not Included'],/v-apartments-condos/regina/1-br-fully-furnished-executive-apartment-july-1/1569902003,0
461,1900,"Regina Airport, 5201 Regina Ave #1, Regina, SK S4W 1B3, Canada",House,3,1.5,1,1,1,Cable / TVInternet,2,Month-to-month,1,900,1,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",1,['Yard'],0,['Not Included'],/v-apartments-condos/regina/2-1-bedroom-furnished-house-for-rent-in-broders-annex-regina/1569876902,0
462,1800,"1901 Victoria Ave, Regina, SK S4P 3R4, Canada",Condo,2,2.0,1,1,1,Cable / TVInternet,1,Month-to-month,1,1350,1,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",1,['Balcony'],0,"['24 Hour Security', 'Bicycle Parking', 'Storage Space', 'Elevator in Building']",/v-apartments-condos/regina/two-bedroom-furnished-condo-for-rent-downtown-regina/1569874992,0
463,795,"2167 Angus St, Regina, SK S4T 2A1, Canada",Condo,1,1.0,0,0,1,Not Included,1,1 Year,0,650,0,"['Laundry (In Unit)', 'Fridge / Freezer']",1,['Balcony'],0,['Not Included'],/v-apartments-condos/regina/open-layout-1-bdrm-condo-near-dwntwn-insuite-laundry-cntrl-air/1569855468,0
464,995,"2001 Cornwall St, Regina, SK S4P 3X9, Canada",Apartment,1,1.0,0,1,1,Not Included,1,1 Year,0,654,0,"['Laundry (In Building)', 'Fridge / Freezer']",1,['Not Included'],0,"['Gym', 'Elevator in Building']",/v-apartments-condos/regina/fully-renovated-one-bedroom-apartment/1569854597,0
466,1000,"339A Montreal St, Regina, SK S4R 8N4, Canada",Duplex/Triplex,2,2.0,0,0,1,Not Included,1,Month-to-month,0,900,0,"['Laundry (In Unit)', 'Fridge / Freezer']",1,['Not Included'],0,['Not Included'],/v-apartments-condos/regina/house-for-rent-at-339a-montreal-st/1569853099,0
467,1000,"339A Montreal St, Regina, SK S4R 8N4, Canada",Duplex/Triplex,2,2.0,0,0,1,Not Included,1,Month-to-month,0,900,0,"['Laundry (In Unit)', 'Fridge / Freezer']",1,['Not Included'],0,['Not Included'],/v-apartments-condos/regina/house-for-rent-at-339a-montreal-st/1569852628,0
468,960,"2167 Angus St, Regina, SK S4T 2A1, Canada",Condo,2,1.0,0,0,1,Not Included,1,1 Year,0,750,0,"['Laundry (In Unit)', 'Fridge / Freezer']",1,['Balcony'],0,['Storage Space'],/v-apartments-condos/regina/lovely-2-bdrm-condo-near-downtown-insuite-laundry-central-air/1569852043,0
471,800,"Cameron St, Regina, SK S4T 2S9, Canada",House,2,1.0,0,0,0,Not Included,0,Month-to-month,0,900,0,"['Laundry (In Unit)', 'Fridge / Freezer']",0,['Yard'],0,['Not Included'],/v-apartments-condos/regina/2-bedroom-house-11-block-cameron/1569845538,0
473,1400,"2315 116, Regina S4P 3Y8 SK, Canada",Condo,2,1.0,1,1,1,Not Included,1,1 Year,0,770,0,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",1,['Balcony'],0,['Not Included'],/v-apartments-condos/regina/2-bdrm-condo-downtown/1561920855,0
476,1450,"S4T2N9, Canada",House,3,2.0,0,0,0,Not Included,3,1 Year,0,2400,0,"['Laundry (In Unit)', 'Laundry (In Building)', 'Dishwasher', 'Fridge / Freezer']",0,['Yard'],0,['Not Included'],/v-apartments-condos/regina/beautiful-house-for-rent/1569829948,1
477,1368,"1701 Horizons Way, Regina, SK, S4Y 0G5",Apartment,3,2.0,0,0,1,Not Included,1,1 Year,1,949,0,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",1,['Balcony'],0,"['Gym', 'Elevator in Building']",/v-apartments-condos/regina/pet-friendly-three-bedroom-two-bath-with-in-suite-laundry-for/1569811112,0
478,1400,"2200 Francis St, Regina, SK S4N 2P5, Canada",Duplex/Triplex,2,1.0,1,1,1,Not Included,1,1 Year,0,900,0,"['Laundry (In Building)', 'Dishwasher', 'Fridge / Freezer']",1,['Yard'],0,['Not Included'],/v-apartments-condos/regina/two-bedroom-main-floor-suite-close-easy-access-to-university/1569450179,0
479,1000,"75 Gladstone Ave. N, Yorkton S3N 2A4 SK",House,2,1.5,0,0,0,Not Included,2,1 Year,0,740,0,"['Laundry (In Building)', 'Dishwasher', 'Fridge / Freezer']",0,['Yard'],0,['Not Included'],/v-apartments-condos/regina/house-for-rent-in-yorkton/1569796469,0
480,1100,"2053 Montague St, Regina, SK S4T 3J8, Canada",Apartment,2,1.0,0,1,1,Not Included,1,1 Year,0,900,0,"['Laundry (In Unit)', 'Laundry (In Building)', 'Fridge / Freezer']",0,['Balcony'],0,['Bicycle Parking'],/v-apartments-condos/regina/cathedral-2-bed-with-in-suite-laundry-balcony/1569790677,0
481,1100,"235 King St, Regina, SK S4R 4H2, Canada",Duplex/Triplex,2,1.0,0,0,0,Not Included,3,Month-to-month,0,950,0,"['Laundry (In Unit)', 'Laundry (In Building)', 'Dishwasher', 'Fridge / Freezer']",0,['Yard'],0,['Not Included'],/v-apartments-condos/regina/basement-suite-for-rent/1569785019,0
482,765,"2131 Angus Street, Regina, SK, S4T 2A1",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,1,425,0,"['Laundry (In Building)', 'Fridge / Freezer']",1,['Balcony'],0,['Not Included'],/v-apartments-condos/regina/bachelor-for-rent-heat-water-included/1564779410,0
483,1399,"4040 Gordon Rd., Regina, SK, S4S 6W2",Apartment,2,1.0,1,1,1,Cable / TV,1,1 Year,1,900,0,"['Laundry (In Building)', 'Fridge / Freezer']",1,['Balcony'],1,"['Gym', '24 Hour Security', 'Elevator in Building']",/v-apartments-condos/regina/2-bedroom-4040-gordon-rd/1564778426,0
486,800,"176 2 Ave E, Melville, SK S0A 2P0, Canada",House,2,1.0,0,0,0,Not Included,2,Month-to-month,0,800,0,"['Laundry (In Building)', 'Fridge / Freezer']",1,['Yard'],0,['Not Included'],/v-apartments-condos/regina/melville-home-2-bedroom-for-rent-800-00/1569761132,0
487,950,"2948 Quinn Dr, Regina, SK S4P 2W1, Canada",Basement,2,1.0,0,0,1,Not Included,2,1 Year,1,950,0,"['Laundry (In Building)', 'Dishwasher', 'Fridge / Freezer']",0,['Yard'],0,['Not Included'],/v-apartments-condos/regina/two-bdrm-bsmt-suite/1531513668,0
488,650,"119 Miles St, Kamsack, SK S0A 1S0, Canada",House,2,1.0,0,0,0,Not Included,1,1 Year,0,620,0,"['Laundry (In Unit)', 'Laundry (In Building)', 'Fridge / Freezer']",0,['Not Included'],0,['Not Included'],/v-apartments-condos/regina/beautiful-house-for-rent/1558949056,1
489,1020,"26 Lorne Place, Regina, SK, S4R 8B3",Apartment,2,1.0,0,1,1,Not Included,0,1 Year,1,743,0,"['Laundry (In Building)', 'Dishwasher', 'Fridge / Freezer']",1,['Balcony'],0,['Not Included'],/v-apartments-condos/regina/upgraded-2-bedroom-ne-regina-pet-friendly/1569745927,0
490,825,"355  Northview Rd, Yorkton, SK, S3N 2X6",Apartment,2,1.0,0,1,1,Not Included,0,1 Year,1,694,0,"['Laundry (In Building)', 'Fridge / Freezer']",1,['Balcony'],0,['Not Included'],/v-apartments-condos/regina/2-bedroom-apartment-available-for-rent/1569738705,0
491,725,"2045 Wallace St, Regina, SK S4N 4A3, Canada",Apartment,1,1.0,1,1,1,Not Included,0,1 Year,0,600,0,"['Laundry (In Building)', 'Fridge / Freezer']",0,['Not Included'],0,['Not Included'],/v-apartments-condos/regina/1-bedroom-suite-for-rent/1569738986,0
492,900,"2051 Winnipeg St, Regina, SK S4P 1G7, Canada",Basement,2,1.0,0,0,0,Not Included,1,1 Year,0,800,0,"['Laundry (In Unit)', 'Fridge / Freezer']",0,['Not Included'],0,['Not Included'],/v-apartments-condos/regina/2-bedroom-basementsuite-for-rent/1569736462,0
493,1000,"2135 Halifax St, Regina, SK S4P 1V1, Canada",Apartment,2,1.0,0,0,1,Not Included,1,1 Year,0,700,0,"['Laundry (In Building)', 'Fridge / Freezer']",0,['Not Included'],0,['Not Included'],/v-apartments-condos/regina/2-bedroom-apartment-for-rent-in-regina/1569712001,0
494,1050,"Edgar St, Regina, SK S4N, Canada",Apartment,2,2.0,0,0,0,Not Included,2,1 Year,0,850,0,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",1,"['Yard', 'Balcony']",0,['Not Included'],/v-apartments-condos/regina/two-bedroom-apartment-for-rent/1569734372,0
496,1295,"5501 Prefontaine Ave, Regina, SK, S4W 0S3",Apartment,2,1.0,0,1,1,Not Included,0,1 Year,1,840,0,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",1,['Balcony'],0,"['Gym', 'Elevator in Building']",/v-apartments-condos/regina/harbour-view-estates-2-bedroom-1-bathroom-apartment-for-rent/1551597919,0
500,800,"1840 St John St, Regina, SK S4P 1R9, Canada",Condo,2,1.0,0,1,1,Not Included,1,1 Year,0,700,0,['Laundry (In Building)'],0,['Yard'],0,['Not Included'],/v-apartments-condos/regina/2-bedrooms-suite-in-house/1569714652,0
501,900,"2408 Rothwell St, Regina, SK S4N 2C7, Canada",Apartment,2,1.0,0,1,1,Not Included,1,1 Year,0,900,0,['Laundry (In Building)'],1,['Balcony'],1,['Not Included'],/v-apartments-condos/regina/2-bdrm-apartment-in-arcola-east/1569713899,0
502,850,", Regina s4t3x1 SK, Canada",Basement,1,1.0,1,1,1,Cable / TVInternet,1,1 Year,0,700,0,['Laundry (In Building)'],0,['Yard'],0,['Not Included'],/v-apartments-condos/regina/1-bdrm-suite-cathedral-850-incl-utilities/1569710463,0
505,860,"2024  14th Ave, Regina, SK, S4P 0X5",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,1,376,0,"['Laundry (In Building)', 'Fridge / Freezer']",0,['Not Included'],0,['Not Included'],/v-apartments-condos/regina/near-regina-general-hospital-bachelor-apartment-for-rent/1562565008,0
506,955,"2175  Rae Street, Regina, SK, S4T 2E8",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,1,622,0,"['Laundry (In Building)', 'Fridge / Freezer']",1,['Not Included'],0,['Not Included'],/v-apartments-condos/regina/beautiful-1-bedroom-apartment-for-rent-recently-renovated/1549214843,0
507,1450,"2157 Toronto St, Regina, SK S4P 0B8, Canada",Townhouse,3,1.0,0,0,0,Not Included,1,1 Year,0,1134,0,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",0,['Yard'],0,['Not Included'],/v-apartments-condos/regina/newer-3-bedroom-townhouse-with-full-basement/1569692673,0
508,1195,"26 Shaw St, Regina, SK S4R 3M4, Canada",Condo,2,1.0,0,1,1,Not Included,1,Month-to-month,0,850,1,"['Laundry (In Building)', 'Fridge / Freezer']",1,['Not Included'],0,"['24 Hour Security', 'Bicycle Parking', 'Storage Space']",/v-apartments-condos/regina/fully-furnished-north-end-2-bedroom-condo-available-june-1/1569687666,0
509,1100,"67 Angus Rd, Regina, SK S4R 3L1, Canada",Apartment,2,1.0,0,1,1,Not Included,1,Month-to-month,0,1140,0,"['Laundry (In Building)', 'Fridge / Freezer']",1,['Balcony'],0,"['Storage Space', 'Elevator in Building']",/v-apartments-condos/regina/2-bedroom-apartment/1569684908,0
510,1500,"2315 McIntyre St, Regina, SK S4P 3Y8, Canada",Condo,2,1.0,1,1,1,Not Included,1,1 Year,0,750,0,"['Laundry (In Unit)', 'Fridge / Freezer']",1,['Balcony'],0,['Not Included'],/v-apartments-condos/regina/prime-location-2-bedroom-condo-long-term-rental/1569680079,0
511,950,"2220 Robinson Street, Regina, SK, S4T 2P9",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,1,640,0,"['Laundry (In Building)', 'Fridge / Freezer']",1,['Not Included'],0,['Not Included'],/v-apartments-condos/regina/1-bedroom-apartment-for-rent-close-to-shopping-schools-parks/1563503158,0
512,1030,"2240 Robinson Street, Regina, SK, S4T 2P9",Apartment,2,1.0,0,1,1,Not Included,0,1 Year,1,870,0,"['Laundry (In Building)', 'Fridge / Freezer']",1,['Not Included'],0,['Not Included'],/v-apartments-condos/regina/pet-friendly-2-bedroom-available-for-rent/1567665722,0
513,850,"2901  5th Ave, Regina, SK, S4T 0L3",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,1,472,0,"['Laundry (In Building)', 'Fridge / Freezer']",0,['Not Included'],0,['Not Included'],/v-apartments-condos/regina/1-bedroom-apartment-for-rent-pet-friendly/1558919600,0
514,600,", Regina S4P0P6 SK, Canada",Apartment,1,1.0,1,1,1,Not Included,1,1 Year,0,300,0,"['Laundry (In Building)', 'Fridge / Freezer']",0,['Not Included'],0,['Not Included'],/v-apartments-condos/regina/bachelor-apartment-for-rent/1569674895,0
515,1098,"1701 Horizons Way, Regina, SK, S4Y 0G5",Apartment,1,1.0,0,0,1,Not Included,1,1 Year,1,648,0,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",1,['Balcony'],0,"['Gym', 'Elevator in Building']",/v-apartments-condos/regina/pet-friendly-one-bedroom-one-bath-with-in-suite-laundry-for/1569654006,0
516,1500,"3630 Haughton Rd, Regina, SK S4V 1P1, Canada",Condo,2,2.0,0,0,1,Not Included,1,Month-to-month,0,1100,0,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",1,['Balcony'],0,"['24 Hour Security', 'Bicycle Parking', 'Elevator in Building']",/v-apartments-condos/regina/condo-for-rent-east-regina/1569655894,0
517,1150,"2170 Angus St, Regina, SK S4T 1Z9, Canada",Townhouse,2,1.0,0,0,0,Not Included,2,1 Year,0,1000,0,"['Laundry (In Unit)', 'Laundry (In Building)', 'Dishwasher', 'Fridge / Freezer']",0,['Balcony'],0,['Not Included'],/v-apartments-condos/regina/great-two-bedrooms-townhouse-in-downtown/1569650509,0
518,1500,", S4W0H7, Regina, SK, Canada",Townhouse,2,1.5,0,0,0,Not Included,1,1 Year,0,960,0,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",1,['Yard'],0,['Not Included'],/v-apartments-condos/regina/townhouse-in-harbour-landing-for-rent/1569648917,0
519,1100,"8702 Herman Cres, Regina, SK S4Y 1A6, Canada",Basement,2,1.0,1,1,1,Internet,1,1 Year,0,800,0,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",1,['Not Included'],0,['Not Included'],/v-apartments-condos/regina/two-bedrooms-suite-available-for-rent/1569645944,0
520,1250,"232 Rae st, S4R3L9, Regina, SK",House,2,1.0,0,0,0,Not Included,3,1 Year,0,800,0,"['Laundry (In Building)', 'Dishwasher', 'Fridge / Freezer']",1,['Yard'],0,['Not Included'],/v-apartments-condos/regina/main-level-of-house-for-rent-2-bdr-1-bthr-800-sq-ft/1569628170,0
522,1650,", S0Z7G0, Pilot Butte, SK, Canada",Basement,5,2.0,0,0,0,Not Included,3,1 Year,0,4000,0,"['Laundry (In Unit)', 'Fridge / Freezer']",1,['Yard'],0,['Not Included'],/v-apartments-condos/regina/pilot-butte-large-6-bd-or-split-3-bd-basement-rental/1569618733,0
523,1075,"1420 North Silverleaf Blvd., Regina, SK, S0G 5K0",House,2,1.0,0,0,1,Not Included,0,1 Year,1,760,0,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",0,['Not Included'],0,['Not Included'],/v-apartments-condos/regina/plainsview-townhomes-2-bedrooms-1-bathrooms-townhome-for-rent/1559023265,0
524,799,"3525 Avonhurst Dr, Regina, SK, S4R 3K2",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,1,575,0,"['Laundry (In Building)', 'Fridge / Freezer']",0,['Yard'],0,['Not Included'],/v-apartments-condos/regina/coronation-park-apartment-for-rent-3525-avonhurst-dr/1539394912,0
526,1450,"247 Froom Cres, Regina S4N1T2 SK",Duplex/Triplex,3,2.0,0,0,0,Not Included,3,1 Year,0,1600,0,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",0,['Yard'],0,['Not Included'],/v-apartments-condos/regina/1-2-duplex-for-rent-with-2-car-garage/1569592094,0
528,1299,"1060 Dorothy St., Regina, SK, S4X 3C5",Apartment,2,1.0,0,0,1,Cable / TV,0,1 Year,1,877,0,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",1,"['Yard', 'Balcony']",1,"['Gym', '24 Hour Security']",/v-apartments-condos/regina/2-bedroom-premium-1060-dorothy-st-renovated-suite/1569579030,0
529,990,"2115 Angus Street, Regina, SK, S4T 2A1",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,1,950,0,"['Laundry (In Building)', 'Fridge / Freezer']",1,['Balcony'],0,['Not Included'],/v-apartments-condos/regina/2-bedroom-apartment-for-rent-pet-friendly/1569586186,0
530,725,"15  Darlington St. E, Yorkton, SK, S3N 0C1",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,1,486,0,"['Laundry (In Building)', 'Fridge / Freezer']",0,['Yard'],0,['Not Included'],/v-apartments-condos/regina/1-bedroom-apartment-with-parking-available-close-to-parkland-co/1569578130,0
531,1400,"3025 Cameron St, Regina, SK S4S 1W6, Canada",House,2,2.0,0,0,0,Not Included,1,1 Year,0,790,0,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",1,['Yard'],0,['Not Included'],/v-apartments-condos/regina/lakeview-2-bedroom-bungalow-for-rent/1569583810,0
533,925,"34 Nollet Ave, Regina, SK S4T 7J8, Canada",Condo,1,1.0,0,1,1,Not Included,1,1 Year,0,582,0,"['Laundry (In Building)', 'Fridge / Freezer']",1,['Balcony'],0,['24 Hour Security'],/v-apartments-condos/regina/condo-for-rent-in-nw-near-numerous-amenities/1569580661,0
534,900,"2121 Rae St, Regina, SK S4T 2E8, Canada",Condo,1,1.0,0,1,1,Not Included,1,1 Year,0,600,1,"['Laundry (In Building)', 'Dishwasher', 'Fridge / Freezer']",0,['Not Included'],0,['Storage Space'],/v-apartments-condos/regina/cathedral-area-furnished-1-bedroom-walking-distance-to-downtown/1569569792,0
535,1400,"4147 Green Apple Dr, Regina, SK S4V 2Z6, Canada",Condo,2,2.0,0,0,0,Not Included,2,Month-to-month,0,900,0,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",1,['Balcony'],0,['Not Included'],/v-apartments-condos/regina/2-bedroom-condo-for-rent-greens-on-gardiner/1569561120,0
536,875,"47 Centennial St, Regina, SK S4S 0A2, Canada",Condo,1,1.0,0,1,1,Not Included,1,Month-to-month,0,800,0,"['Laundry (In Building)', 'Fridge / Freezer']",1,['Balcony'],0,['Not Included'],/v-apartments-condos/regina/one-bedroom-condo-for-rent-hillsdale-estates/1557114524,0
537,1100,"1061 Birchwood Pl, Regina, SK S4S 7L1, Canada",Condo,2,1.0,0,0,1,Not Included,1,Month-to-month,0,800,0,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",1,['Balcony'],0,['Not Included'],/v-apartments-condos/regina/2-bedroom-condo-for-rent-whitmore-park/1569559155,0
538,1395,"551 Guelph Crescent, Saskatoon, SK S7H 4R3, Canada",Duplex/Triplex,3,2.0,0,0,0,Not Included,2,1 Year,0,1200,0,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",0,['Yard'],0,['Not Included'],/v-apartments-condos/regina/college-park-east-3-bed-2bath-duplex-available/1569557873,0
539,1100,"4016 Buckingham Dr, Regina, SK S4V 3A9, Canada",Condo,2,1.0,0,0,1,Not Included,1,Month-to-month,0,800,0,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",1,['Balcony'],0,['Not Included'],/v-apartments-condos/regina/2-bedroom-condo-for-rent-windsor-park/1569557834,0
540,1295,"Dakota Dr, Regina, SK S4Z, Canada",Condo,2,2.0,0,0,1,Not Included,2,1 Year,0,1160,0,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",1,['Balcony'],0,"['Storage Space', 'Elevator in Building']",/v-apartments-condos/regina/2-bedrooms-2-baths-condo-for-rent/1569602928,0
541,1285,"3928 Green Falls Drive, Regina, SK, S4V 3M1",Apartment,2,1.0,0,1,1,Not Included,0,Month-to-month,1,840,0,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",1,['Balcony'],0,"['Gym', 'Pool', 'Elevator in Building']",/v-apartments-condos/regina/sterling-manor-2-bedroom-1-bathroom-apartment-for-rent/1549748796,0
542,750,"2104  14th Ave, Regina, SK, S4P 0X6",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,1,343,0,"['Laundry (In Building)', 'Fridge / Freezer']",0,['Not Included'],0,['Not Included'],/v-apartments-condos/regina/bachelor-available-close-to-university-of-regina/1545349749,0
545,1500,"394 Cedar Meadow Dr, Regina, SK S4X 3E6, Canada",Condo,3,2.0,0,0,0,Not Included,1,1 Year,0,1150,0,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",1,['Balcony'],0,['Storage Space'],/v-apartments-condos/regina/condo-of-rent/1569545630,0
546,1195,"2428 Edgar St, Regina, SK S4N 3L3, Canada",House,2,2.0,0,0,0,Not Included,2,1 Year,0,750,0,"['Laundry (In Unit)', 'Fridge / Freezer']",0,['Yard'],0,['Not Included'],/v-apartments-condos/regina/2-bedroom-house-for-rent-arnhiem-place-regina/1569526317,0
547,1348,"502 University Park Drive, Regina, SK, S4V 3L8",Apartment,2,1.0,0,1,1,Not Included,1,1 Year,1,860,0,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",1,['Balcony'],0,['Elevator in Building'],/v-apartments-condos/regina/pet-friendly-two-bedroom-one-bath-with-in-suite-laundry-for/1567087999,0
